,player_name,age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary_cap,africa,asia,australia_oceania,europe,north_america,south_america,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS,experience,salary
1241,Juwan Howard,35.0,205.74,114.758776,1,5,50,1.1,1.6,0.3,-6.5,0.072,0.195,0.118,0.406,0.074,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1211197.0
1243,Julian Wright,21.0,203.2,102.0582,1,13,57,3.9,2.1,0.7,3.6,0.061,0.156,0.166,0.581,0.1,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1739160.0
1244,Juan Dixon,29.0,190.5,74.84268,1,17,53,5.0,1.4,1.8,7.2,0.025,0.107,0.221,0.488,0.23,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2550000.0
1245,Juan Carlos Navarro,28.0,190.5,77.11064,2,39,82,10.9,2.6,2.2,-7.9,0.018,0.0969999999999999,0.201,0.54,0.132,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,538090.0
1246,Josh Smith,22.0,205.74,106.59412,1,17,81,17.2,8.2,3.4,-0.9,0.065,0.2019999999999999,0.248,0.52,0.163,2008,75594893,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2243543.0
1247,Josh Powell,25.0,205.74,108.86208,3,61,64,5.5,5.2,0.7,-13.4,0.108,0.218,0.159,0.5,0.066,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,800000.0
1248,Michael Redd,28.0,198.12,97.52228,2,43,72,22.7,4.3,3.4,-7.5,0.036,0.1009999999999999,0.27,0.5589999999999999,0.16,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14520000.0
1249,Michael Ruffin,31.0,203.2,112.490816,2,32,46,2.0,4.0,0.5,-3.7,0.154,0.192,0.077,0.507,0.055,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1033930.0
1250,Josh Howard,28.0,195.58,95.25432,1,29,76,19.9,7.0,2.2,8.1,0.052,0.166,0.257,0.534,0.103,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9000000.0
1251,Mickael Pietrus,26.0,198.12,97.52228,1,11,66,7.2,3.7,0.7,1.4,0.053,0.154,0.154,0.5489999999999999,0.051,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3470770.0
1252,Sergio Rodriguez,22.0,190.5,76.203456,1,27,72,2.5,0.8,1.7,-9.4,0.024,0.083,0.201,0.423,0.35,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,817000.0
1253,Sebastian Telfair,23.0,182.88,79.3786,1,13,60,9.3,2.3,5.9,-11.8,0.009,0.074,0.168,0.462,0.282,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2562426.0
1254,Sean Williams,21.0,208.28,106.59412,1,17,73,5.6,4.4,0.4,-7.0,0.105,0.192,0.153,0.563,0.037,2008,75594893,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1416600.0
1255,Sean Marks,32.0,208.28,113.398,2,44,19,3.1,1.9,0.2,-20.1,0.071,0.186,0.2189999999999999,0.574,0.063,2008,75594893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1033930.0
1256,Scot Pollard,33.0,210.82,126.098576,1,19,22,1.8,1.7,0.1,4.9,0.108,0.15,0.104,0.597,0.027,2008,75594893,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1219590.0
1257,Sasha Vujacic,24.0,200.66,92.98636,1,27,72,8.8,2.1,1.0,5.4,0.017,0.1169999999999999,0.2019999999999999,0.605,0.087,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1756951.0
1258,Sasha Pavlovic,24.0,200.66,108.408488,1,19,51,7.4,2.5,1.6,-1.8,0.032,0.087,0.187,0.434,0.111,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4250000.0
1259,Samuel Dalembert,28.0,210.82,113.398,1,26,82,10.5,10.4,0.5,-0.7,0.134,0.241,0.155,0.556,0.026,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10250000.0
1261,Salim Stoudamire,25.0,185.42,79.3786,2,31,35,5.7,0.7,0.8,-5.8,0.011,0.059,0.244,0.495,0.123,2008,75594893,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,783000.0
1262,Ryan Hollins,23.0,213.36,104.32616,2,50,60,2.5,1.8,0.2,-2.2,0.118,0.121,0.13,0.565,0.04,2008,75594893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,687456.0
1263,Shane Battier,29.0,203.2,99.79024,1,6,80,9.3,5.1,1.9,6.2,0.052,0.103,0.1159999999999999,0.561,0.079,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5883600.0
1264,Ryan Gomes,25.0,200.66,113.398,2,50,82,12.6,5.8,1.8,-7.1,0.062,0.1689999999999999,0.195,0.539,0.094,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,770610.0
1265,Rudy Gay,21.0,203.2,100.697424,1,8,81,20.1,6.2,2.0,-8.3,0.052,0.139,0.25,0.546,0.093,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2411160.0
1266,Ruben Patterson,32.0,195.58,101.151016,2,31,20,5.1,3.2,0.9,-3.3,0.0819999999999999,0.125,0.18,0.486,0.087,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,304897.0
1267,Royal Ivey,26.0,193.04,97.52228,2,37,75,5.6,1.6,2.1,-8.6,0.03,0.071,0.16,0.487,0.176,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,826046.0
1268,Ronny Turiaf,25.0,208.28,113.398,2,37,78,6.6,3.9,1.6,5.1,0.076,0.153,0.168,0.539,0.13,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,770610.0
1269,Ronnie Price,25.0,187.96,86.18248,3,61,61,3.7,0.8,1.3,13.8,0.016,0.079,0.1939999999999999,0.516,0.2019999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1100000.0
1270,Ronnie Brewer,23.0,200.66,101.151016,1,14,76,12.0,2.9,1.8,6.1,0.0579999999999999,0.072,0.174,0.612,0.092,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1715040.0
1273,Rodney Stuckey,22.0,195.58,92.98636,1,15,57,7.6,2.3,2.8,3.6,0.035,0.108,0.228,0.484,0.258,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1569600.0
1274,Rodney Carney,24.0,200.66,92.532768,1,16,70,5.8,2.1,0.5,0.7,0.053,0.119,0.196,0.478,0.05,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1547760.0
1275,Robert Swift,22.0,215.9,111.13004,1,12,8,1.8,2.3,0.1,-16.9,0.074,0.154,0.123,0.391,0.0139999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2601113.0
1276,Ryan Bowen,32.0,205.74,98.883056,2,55,53,2.2,1.9,0.5,3.1,0.094,0.085,0.092,0.505,0.0559999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1033930.0
1277,Shannon Brown,22.0,193.04,95.707912,1,25,21,5.4,1.0,0.8,-19.6,0.027,0.077,0.309,0.411,0.16,2008,75594893,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1044120.0
1278,Shaquille O'Neal,36.0,215.9,147.4174,1,1,61,13.6,9.1,1.5,1.2,0.121,0.252,0.2339999999999999,0.589,0.088,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,20000000.0
1279,Shareef Abdur-Rahim,31.0,205.74,111.13004,1,3,6,1.7,1.7,0.7,-1.9,0.13,0.118,0.157,0.317,0.129,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5800000.0
1280,Thomas Gardner,23.0,195.58,102.0582,3,61,4,5.3,1.0,0.3,-7.2,0.061,0.025,0.257,0.44,0.038,2008,75594893,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101451.0
1281,Mickael Gelabale,25.0,200.66,97.52228,2,48,39,4.3,1.5,0.8,-5.7,0.037,0.095,0.178,0.509,0.113,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,802000.0
1283,Thaddeus Young,20.0,203.2,99.79024,1,12,74,8.2,4.2,0.8,6.0,0.092,0.141,0.174,0.57,0.0559999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1830720.0
1284,Thabo Sefolosha,24.0,200.66,97.52228,1,13,69,6.7,3.7,1.9,-2.3,0.04,0.168,0.175,0.497,0.146,2008,75594893,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1805160.0
1285,Tayshaun Prince,28.0,205.74,97.52228,1,23,82,13.2,4.9,3.3,9.4,0.048,0.131,0.201,0.516,0.165,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8675620.0
1286,Taurean Green,21.0,182.88,80.28578399999998,2,52,17,1.6,0.6,0.6,5.4,0.0,0.141,0.23,0.446,0.208,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,427163.0
1287,Tarence Kinsey,24.0,198.12,81.19296800000001,3,61,11,3.6,1.1,0.2,2.3,0.035,0.093,0.1969999999999999,0.492,0.038,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219533.0
1288,T.J. Ford,25.0,182.88,74.84268,1,8,51,12.1,2.0,6.1,0.8,0.022,0.074,0.263,0.5329999999999999,0.434,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8000000.0
1289,Stromile Swift,28.0,208.28,99.79024,1,2,56,6.1,3.6,0.5,-4.8,0.086,0.179,0.1969999999999999,0.5479999999999999,0.053,2008,75594893,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5800000.0
1290,Steven Hunter,26.0,213.36,108.86208,1,15,19,2.1,1.5,0.0,-7.6,0.086,0.123,0.155,0.53,0.0,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3248000.0
1291,Steve Novak,25.0,208.28,99.79024,2,32,35,3.9,1.0,0.2,-5.0,0.017,0.135,0.193,0.6509999999999999,0.043,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,687456.0
1292,Steve Nash,34.0,190.5,80.73937600000001,1,15,81,16.9,3.5,11.1,10.3,0.013,0.096,0.218,0.6409999999999999,0.447,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,11375000.0
1293,Steve Francis,31.0,190.5,95.25432,1,2,10,5.5,2.3,3.0,-1.5,0.044,0.086,0.183,0.41,0.233,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2430000.0
1294,Steve Blake,28.0,190.5,78.017824,2,38,81,8.5,2.4,5.1,1.3,0.015,0.08,0.153,0.518,0.261,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4250000.0
1295,Stephen Jackson,30.0,203.2,98.883056,2,42,73,20.1,4.4,4.1,3.8,0.024,0.098,0.2319999999999999,0.536,0.151,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6630000.0
1296,Stephen Graham,26.0,198.12,97.52228,3,61,22,4.0,1.0,0.4,1.5,0.03,0.155,0.241,0.669,0.127,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,770610.0
1298,Spencer Hawes,20.0,213.36,111.13004,1,10,71,4.7,3.2,0.6,-4.4,0.087,0.205,0.191,0.486,0.076,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2028600.0
1299,Solomon Jones,23.0,208.28,104.32616,2,33,35,1.0,1.2,0.0,-17.7,0.127,0.185,0.139,0.451,0.0,2008,75594893,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,729000.0
1301,Shelden Williams,24.0,205.74,113.398,1,5,64,4.0,3.2,0.3,-2.3,0.102,0.204,0.168,0.494,0.0409999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3174240.0
1302,Shawne Williams,22.0,205.74,102.0582,1,17,65,6.7,2.7,0.9,-1.1,0.059,0.14,0.212,0.522,0.099,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1470360.0
1303,Shawn Marion,30.0,200.66,104.32616,1,9,63,15.4,10.2,2.2,5.4,0.069,0.239,0.182,0.57,0.087,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16440000.0
1304,Shavlik Randolph,24.0,208.28,108.86208,3,61,9,0.9,1.2,0.3,25.3,0.36,0.087,0.238,0.286,0.13,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1080000.0
1305,Robert Horry,37.0,208.28,108.86208,1,11,45,2.5,2.4,1.0,0.2,0.068,0.155,0.125,0.426,0.132,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,3630000.0
1306,Ricky Davis,28.0,200.66,92.98636,1,21,82,13.8,4.3,3.4,-10.4,0.022,0.122,0.2,0.534,0.1669999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6819000.0
1307,Stephon Marbury,31.0,187.96,92.98636,1,4,24,13.9,2.5,4.7,-11.4,0.023,0.06,0.201,0.527,0.244,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,19012500.0
1308,Richard Jefferson,28.0,200.66,102.0582,1,13,82,22.6,4.2,3.1,-4.9,0.034,0.091,0.26,0.5710000000000001,0.146,2008,75594893,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12200000.0
1310,Othella Harrington,34.0,205.74,106.59412,2,30,22,2.1,1.9,0.2,6.0,0.08,0.211,0.165,0.469,0.037,2008,75594893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2376000.0
1312,Oleksiy Pecherov,22.0,213.36,106.140528,1,18,35,3.6,1.9,0.2,-13.4,0.077,0.171,0.2269999999999999,0.451,0.038,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1345800.0
1313,Nick Young,23.0,198.12,90.7184,1,16,75,7.5,1.5,0.8,-9.1,0.023,0.093,0.248,0.527,0.1009999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1491240.0
1315,Nick Collison,27.0,208.28,115.66596,1,12,78,9.8,9.4,1.4,-8.6,0.126,0.236,0.161,0.537,0.077,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5750000.0
1316,Nene,25.0,210.82,113.398,1,7,16,5.3,5.4,0.9,0.5,0.118,0.215,0.178,0.4589999999999999,0.093,2008,75594893,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8840000.0
1317,Nenad Krstic,24.0,213.36,108.86208,1,24,45,6.6,4.4,0.6,-4.9,0.049,0.2239999999999999,0.214,0.451,0.0559999999999999,2008,75594893,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1889760.0
1318,Nazr Mohammed,30.0,208.28,113.398,1,29,82,7.8,6.0,0.9,-6.5,0.13,0.205,0.1939999999999999,0.5329999999999999,0.074,2008,75594893,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5632200.0
1319,Nate Robinson,24.0,175.26,81.64656,1,21,72,12.7,3.1,2.9,-5.8,0.03,0.109,0.23,0.526,0.1889999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1268160.0
1320,Pat Garrity,31.0,205.74,107.954896,1,19,31,2.1,1.4,0.4,1.7,0.035,0.124,0.162,0.401,0.08,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3818750.0
1321,Mouhamed Sene,22.0,210.82,104.32616,1,10,13,2.3,1.2,0.1,-10.7,0.115,0.161,0.218,0.476,0.0279999999999999,2008,75594893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2105520.0
1322,Morris Almond,23.0,198.12,102.0582,1,25,9,1.4,0.2,0.3,-18.3,0.0,0.069,0.22,0.368,0.13,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1005960.0
1323,Monta Ellis,22.0,190.5,80.28578399999998,2,40,81,20.2,5.0,3.9,3.6,0.045,0.098,0.218,0.58,0.154,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,770610.0
1324,Mikki Moore,32.0,213.36,102.0582,3,61,82,8.5,6.0,1.0,-2.2,0.0819999999999999,0.1639999999999999,0.128,0.613,0.053,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5356000.0
1326,Mike Miller,28.0,203.2,98.883056,1,5,70,16.4,6.7,3.4,-5.5,0.024,0.187,0.1989999999999999,0.625,0.155,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8376194.0
1327,Mike James,33.0,187.96,85.275296,3,61,54,5.0,1.3,1.1,-2.4,0.022,0.089,0.222,0.437,0.142,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,5632200.0
1329,Mike Dunleavy,27.0,205.74,104.32616,1,3,82,19.1,5.2,3.5,1.0,0.022,0.135,0.218,0.605,0.158,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8219008.0
1330,Richie Frahm,30.0,195.58,91.625584,3,61,10,4.7,1.4,0.8,-1.8,0.026,0.069,0.1689999999999999,0.428,0.084,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,623694.0
1331,Mike Conley,20.0,185.42,81.64656,1,4,53,9.4,2.6,4.2,-10.4,0.017,0.099,0.1889999999999999,0.502,0.247,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3377160.0
1332,Mike Bibby,30.0,185.42,86.18248,1,2,48,13.9,3.3,6.0,-1.9,0.012,0.102,0.215,0.515,0.281,2008,75594893,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13500000.0
1333,Morris Peterson,30.0,200.66,99.79024,1,21,76,8.0,2.7,0.9,6.0,0.023,0.115,0.153,0.5489999999999999,0.052,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5356000.0
1334,Patrick O'Bryant,22.0,213.36,113.398,1,9,24,1.5,1.2,0.2,-15.8,0.1159999999999999,0.2019999999999999,0.157,0.561,0.0559999999999999,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2216400.0
1335,Mo Williams,25.0,185.42,83.91452,2,47,66,17.2,3.5,6.3,-7.1,0.018,0.0969999999999999,0.225,0.5660000000000001,0.299,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7750000.0
1336,Paul Davis,23.0,210.82,122.46984,2,34,22,2.5,2.1,0.5,-18.1,0.128,0.138,0.181,0.389,0.103,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,687456.0
1337,Reggie Evans,28.0,203.2,111.13004,3,61,81,5.2,7.5,0.8,-2.3,0.139,0.257,0.136,0.4629999999999999,0.051,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4320000.0
1338,Pau Gasol,27.0,213.36,113.398,1,3,66,18.9,8.4,3.2,4.9,0.079,0.187,0.226,0.594,0.148,2008,75594893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13735000.0
1339,Renaldo Balkman,23.0,203.2,94.347136,1,20,65,3.4,3.3,0.6,-4.6,0.096,0.162,0.126,0.492,0.066,2008,75594893,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1280640.0
