,player_name,age,player_height,player_weight,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,salary_cap,africa,asia,australia_oceania,europe,north_america,south_america,ATL,BKN,BOS,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS,experience,salary
6687,Chris Silva,23.0,203.2,106.140528,3,61,44,3.0,2.9,0.5,-6.0,0.162,0.184,0.155,0.6509999999999999,0.103,2020,123384194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466918.0
6688,Chris Paul,35.0,185.42,79.3786,1,4,70,17.6,5.0,6.7,6.9,0.012,0.143,0.228,0.61,0.324,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,38506482.0
6689,Chris Clemons,22.0,175.26,81.64656,3,61,33,4.9,0.9,0.8,-8.8,0.012,0.08,0.235,0.5479999999999999,0.162,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563347.0
6691,Chris Boucher,27.0,205.74,90.7184,3,61,62,6.6,4.5,0.4,5.7,0.121,0.185,0.185,0.5870000000000001,0.049,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1488967.0
6692,Chimezie Metu,23.0,205.74,102.0582,2,49,18,3.2,1.8,0.6,-6.7,0.103,0.186,0.218,0.608,0.1639999999999999,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1416852.0
6693,Cheick Diallo,23.0,203.2,99.336648,2,33,47,4.7,2.8,0.5,-3.8,0.063,0.208,0.1689999999999999,0.688,0.076,2020,123384194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1678854.0
6694,Chasson Randle,27.0,187.96,83.91452,3,61,3,1.7,0.7,1.7,-2.0,0.0,0.053,0.08,0.377,0.161,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,91557.0
6696,Chandler Parsons,31.0,205.74,104.32616,2,38,5,2.8,1.4,0.6,-29.0,0.015,0.12,0.15,0.389,0.1,2020,123384194,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25102511.0
6697,Chandler Hutchison,24.0,200.66,95.25432,1,22,28,7.8,3.9,0.9,-11.9,0.032,0.18,0.183,0.521,0.077,2020,123384194,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2332320.0
6698,Cedi Osman,25.0,200.66,104.32616,2,31,65,11.0,3.6,2.4,-9.0,0.02,0.103,0.162,0.552,0.115,2020,123384194,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2907143.0
6699,Carsen Edwards,22.0,180.34,90.7184,2,33,37,3.3,1.3,0.6,-5.5,0.0139999999999999,0.107,0.171,0.444,0.111,2020,123384194,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1228026.0
6700,Carmelo Anthony,36.0,203.2,107.954896,1,3,58,15.4,6.3,1.5,0.6,0.036,0.145,0.214,0.525,0.063,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,2159029.0
6701,Caris LeVert,25.0,198.12,92.98636,1,20,45,18.7,4.2,4.4,0.2,0.034,0.096,0.284,0.514,0.242,2020,123384194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2625718.0
6703,Coby White,20.0,193.04,88.45044,1,7,65,13.2,3.5,2.7,-4.4,0.015,0.128,0.235,0.506,0.162,2020,123384194,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5307120.0
6705,Bobby Portis,25.0,208.28,113.398,1,22,66,10.1,5.1,1.5,-7.9,0.053,0.18,0.207,0.53,0.1119999999999999,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,15000000.0
6706,Allonzo Trier,24.0,193.04,90.7184,3,61,24,6.5,1.2,1.2,-11.1,0.018,0.078,0.208,0.62,0.1639999999999999,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3551100.0
6707,Allen Crabbe,28.0,195.58,96.161504,2,31,37,4.6,2.1,0.9,-15.0,0.0139999999999999,0.098,0.122,0.47,0.073,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,17818456.0
6708,Alize Johnson,24.0,200.66,96.161504,2,50,17,2.0,2.8,0.4,8.9,0.122,0.241,0.133,0.509,0.075,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1416852.0
6709,Alfonzo McKinnie,27.0,200.66,97.52228,3,61,40,4.6,2.8,0.4,-7.4,0.061,0.131,0.147,0.493,0.032,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2391985.0
6710,Alex Len,27.0,213.36,113.398,1,5,55,8.0,5.8,0.9,-5.4,0.094,0.2019999999999999,0.176,0.6,0.083,2020,123384194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,4160000.0
6711,Alex Caruso,26.0,195.58,84.368112,3,61,64,5.5,1.9,1.9,9.8,0.0139999999999999,0.085,0.136,0.525,0.138,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2750000.0
6713,Amile Jefferson,27.0,205.74,100.697424,3,61,18,0.8,1.3,0.2,8.5,0.1119999999999999,0.163,0.129,0.372,0.078,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1519851.0
6714,Alec Burks,28.0,198.12,97.068688,1,12,66,15.0,4.3,2.9,-6.3,0.025,0.131,0.23,0.561,0.179,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2320044.0
6715,Al Horford,34.0,205.74,108.86208,1,3,67,11.9,6.8,4.0,3.3,0.051,0.171,0.173,0.536,0.187,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,28000000.0
6716,Admiral Schofield,23.0,195.58,109.315672,2,42,33,3.0,1.4,0.5,-7.1,0.017,0.106,0.118,0.502,0.057,2020,123384194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1000000.0
6718,Abdel Nader,26.0,195.58,102.0582,2,58,55,6.3,1.8,0.7,-4.2,0.016,0.095,0.1639999999999999,0.591,0.068,2020,123384194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1618520.0
6719,Aaron Holiday,23.0,182.88,83.91452,1,23,66,9.5,2.4,3.4,2.2,0.013,0.077,0.182,0.521,0.188,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2239200.0
6720,Aaron Gordon,24.0,203.2,106.59412,1,4,62,14.4,7.7,3.7,-1.2,0.05,0.181,0.205,0.516,0.165,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,19863636.0
6721,Lauri Markkanen,23.0,213.36,108.86208,1,7,50,14.7,6.3,1.5,-2.0,0.038,0.174,0.209,0.56,0.077,2020,123384194,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5300400.0
6722,Al-Farouq Aminu,29.0,203.2,99.79024,1,8,18,4.3,4.8,1.2,-5.4,0.053,0.158,0.127,0.395,0.088,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,9258000.0
6724,Andre Drummond,26.0,208.28,126.552168,1,9,57,17.7,15.2,2.7,-5.0,0.129,0.336,0.253,0.5529999999999999,0.133,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27093019.0
6725,Andre Iguodala,36.0,198.12,97.52228,1,9,21,4.6,3.7,2.4,-1.9,0.04,0.132,0.121,0.507,0.181,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17185185.0
6727,Blake Griffin,31.0,205.74,113.398,1,1,18,15.5,4.7,3.3,-2.6,0.032,0.128,0.2769999999999999,0.476,0.184,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34234964.0
6728,Bismack Biyombo,27.0,203.2,115.66596,1,7,53,7.4,5.8,0.9,-6.6,0.1119999999999999,0.178,0.168,0.57,0.079,2020,123384194,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17000000.0
6729,Ben Simmons,23.0,208.28,108.86208,1,1,57,16.4,7.8,8.0,1.7,0.054,0.159,0.206,0.602,0.335,2020,123384194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8113930.0
6730,Ben McLemore,27.0,190.5,88.45044,1,7,71,10.1,2.2,0.8,5.0,0.012,0.079,0.157,0.622,0.05,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2028594.0
6732,Avery Bradley,29.0,190.5,81.64656,1,19,49,8.6,2.3,1.3,7.4,0.015,0.077,0.153,0.537,0.07,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4767000.0
6733,Austin Rivers,27.0,190.5,90.7184,1,10,68,8.8,2.6,1.7,2.6,0.016,0.089,0.153,0.542,0.098,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2174318.0
6734,Aron Baynes,33.0,208.28,117.93392,3,61,42,11.5,5.6,1.6,-1.5,0.075,0.178,0.205,0.581,0.108,2020,123384194,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5453280.0
6737,Anthony Tolliver,35.0,203.2,108.86208,3,61,55,3.6,2.8,0.8,-6.0,0.035,0.13,0.108,0.513,0.064,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,434704.0
6738,Anthony Davis,27.0,208.28,114.758776,1,1,62,26.1,9.3,3.2,5.0,0.065,0.1969999999999999,0.284,0.61,0.153,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27093019.0
6740,Anfernee Simons,21.0,190.5,82.10015200000001,1,24,70,8.3,2.2,1.4,-7.6,0.015,0.08,0.18,0.502,0.098,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2149560.0
6741,Andrew Wiggins,25.0,200.66,89.357624,1,1,54,21.8,5.1,3.7,-5.1,0.033,0.11,0.2689999999999999,0.536,0.18,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27504630.0
6742,Andre Roberson,28.0,200.66,95.25432,1,26,7,2.9,3.9,0.6,-1.1,0.065,0.204,0.145,0.335,0.074,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,10740741.0
6744,Cody Martin,24.0,195.58,92.98636,2,36,48,5.0,3.3,2.0,-3.2,0.039,0.14,0.131,0.505,0.154,2020,123384194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1173310.0
6745,Cody Zeller,27.0,213.36,108.86208,1,4,58,11.1,7.1,1.5,-8.3,0.11,0.1969999999999999,0.201,0.5760000000000001,0.111,2020,123384194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14471910.0
6746,Collin Sexton,21.0,185.42,86.18248,1,8,65,20.8,3.1,3.0,-9.2,0.0279999999999999,0.069,0.264,0.56,0.146,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4764960.0
6747,Doug McDermott,28.0,200.66,102.0582,1,11,69,10.3,2.5,1.1,3.2,0.018,0.098,0.186,0.62,0.081,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7333334.0
6748,Dorian Finney-Smith,27.0,200.66,99.79024,3,61,71,9.5,5.7,1.6,6.5,0.066,0.113,0.128,0.595,0.073,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4000000.0
6749,Donte DiVincenzo,23.0,193.04,92.079176,1,17,66,9.2,4.8,2.3,12.2,0.0409999999999999,0.14,0.168,0.557,0.134,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2905800.0
6750,Donta Hall,22.0,205.74,103.872568,3,61,9,4.3,4.2,0.4,-12.0,0.093,0.1969999999999999,0.109,0.652,0.048,2020,123384194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101504.0
6751,Donovan Mitchell,23.0,185.42,97.52228,1,13,69,24.0,4.4,4.3,2.6,0.023,0.1009999999999999,0.303,0.5579999999999999,0.214,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3635760.0
6752,Domantas Sabonis,24.0,210.82,108.86208,1,11,62,18.5,12.4,5.0,3.1,0.089,0.262,0.2289999999999999,0.586,0.215,2020,123384194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3529555.0
6753,Dion Waiters,28.0,190.5,95.25432,1,4,10,11.1,2.4,2.0,7.8,0.009,0.102,0.243,0.521,0.156,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,503656.0
6754,Dragan Bender,22.0,213.36,112.944408,1,4,16,6.7,4.6,1.8,1.1,0.06,0.183,0.18,0.545,0.142,2020,123384194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,189702.0
6755,Dillon Brooks,24.0,200.66,102.0582,2,45,73,16.2,3.3,2.1,-0.3,0.03,0.076,0.247,0.51,0.104,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1618520.0
6756,Dewan Hernandez,23.0,208.28,106.59412,2,59,6,2.3,2.3,0.5,17.2,0.172,0.265,0.257,0.432,0.125,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,898310.0
6757,Devonte' Graham,25.0,185.42,88.45044,2,34,63,18.2,3.4,7.5,-4.5,0.018,0.078,0.243,0.537,0.345,2020,123384194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1416852.0
6760,Devin Booker,23.0,195.58,93.439952,1,13,70,26.6,4.2,6.5,2.7,0.012,0.106,0.294,0.618,0.288,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,27285000.0
6761,Derrick White,25.0,193.04,86.18248,1,29,68,11.3,3.3,3.5,1.0,0.02,0.105,0.183,0.593,0.203,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1948080.0
6763,Dewayne Dedmon,30.0,213.36,111.13004,3,61,44,5.8,5.7,0.5,-0.7,0.075,0.241,0.179,0.473,0.0409999999999999,2020,123384194,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13333333.0
6764,Draymond Green,30.0,198.12,104.32616,2,35,43,8.0,6.2,6.2,-7.2,0.018,0.192,0.156,0.489,0.31,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18539130.0
6766,Duncan Robinson,26.0,200.66,97.52228,3,61,73,13.5,3.2,1.4,7.5,0.005,0.099,0.157,0.684,0.068,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1416852.0
6768,Eric Paschall,23.0,198.12,115.66596,2,41,60,14.0,4.6,2.1,-10.6,0.047,0.1159999999999999,0.207,0.5710000000000001,0.126,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,898310.0
6769,Eric Mika,25.0,208.28,105.68693600000002,3,61,1,6.0,7.0,0.0,19.5,0.111,0.263,0.089,0.773,0.0,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,50752.0
6770,Eric Gordon,31.0,190.5,97.52228,1,7,36,14.4,2.0,1.5,0.4,0.008,0.0559999999999999,0.215,0.51,0.08,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14057730.0
6771,Eric Bledsoe,30.0,185.42,97.068688,1,18,61,14.9,4.6,5.4,11.8,0.025,0.121,0.233,0.5710000000000001,0.275,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15625000.0
6773,Emmanuel Mudiay,24.0,190.5,90.7184,1,7,54,7.3,2.3,2.1,-2.0,0.021,0.1169999999999999,0.218,0.5429999999999999,0.212,2020,123384194,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1737145.0
6774,Elie Okobo,22.0,190.5,86.18248,2,31,55,4.0,1.6,2.1,-3.2,0.022,0.102,0.147,0.516,0.2269999999999999,2020,123384194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1416852.0
6775,Elfrid Payton,26.0,190.5,88.45044,1,10,45,10.0,4.7,7.2,-3.0,0.039,0.126,0.19,0.47,0.347,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8000000.0
6776,Edmond Sumner,24.0,193.04,88.904032,2,52,31,4.9,1.5,1.8,-2.6,0.024,0.073,0.1669999999999999,0.491,0.1669999999999999,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2000000.0
6777,Ed Davis,31.0,205.74,98.883056,1,13,28,1.8,3.8,0.4,-15.2,0.107,0.2339999999999999,0.092,0.489,0.062,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4767000.0
6778,E'Twaun Moore,31.0,190.5,86.636072,2,55,56,8.3,2.3,1.4,-2.2,0.027,0.095,0.196,0.51,0.11,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,8664928.0
6780,Dwight Powell,28.0,208.28,108.86208,2,45,40,9.4,5.7,1.5,8.9,0.071,0.132,0.126,0.677,0.076,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10259375.0
6781,Dwight Howard,34.0,208.28,120.20188,1,1,69,7.5,7.3,0.7,5.9,0.128,0.257,0.146,0.696,0.048,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2564753.0
6782,Dwayne Bacon,24.0,198.12,100.243832,2,40,39,5.7,2.6,1.3,-8.2,0.02,0.124,0.1889999999999999,0.419,0.121,2020,123384194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1618520.0
6783,Dusty Hannahs,26.0,190.5,95.25432,3,61,2,6.0,0.5,0.0,17.2,0.0,0.063,0.286,0.607,0.0,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81678.0
6784,Derrick Rose,31.0,187.96,90.7184,1,1,50,18.1,2.4,5.6,-3.4,0.021,0.071,0.303,0.555,0.373,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7317073.0
6786,Derrick Favors,28.0,205.74,120.20188,1,3,51,9.0,9.8,1.6,4.2,0.121,0.249,0.135,0.62,0.087,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,17650000.0
6787,Deonte Burton,26.0,193.04,108.86208,3,61,39,2.7,1.5,0.4,-12.7,0.017,0.119,0.173,0.396,0.076,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1416852.0
6788,Dante Exum,24.0,195.58,97.068688,1,5,35,4.5,1.9,1.1,-8.8,0.024,0.109,0.145,0.5760000000000001,0.124,2020,123384194,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9600000.0
6789,Danny Green,33.0,198.12,97.52228,2,46,68,8.0,3.3,1.3,6.4,0.03,0.1,0.135,0.552,0.069,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14634146.0
6790,Danilo Gallinari,31.0,208.28,105.68693600000002,1,6,62,18.7,5.2,1.9,5.7,0.02,0.157,0.242,0.612,0.099,2020,123384194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,22615559.0
6791,Daniel Theis,28.0,203.2,111.13004,3,61,65,9.2,6.6,1.7,7.0,0.086,0.172,0.144,0.631,0.104,2020,123384194,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5000000.0
6792,Daniel Gafford,21.0,208.28,106.140528,2,38,43,5.1,2.5,0.5,-1.9,0.081,0.092,0.131,0.6859999999999999,0.051,2020,123384194,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,898310.0
6793,Damyean Dotson,26.0,195.58,95.25432,2,44,48,6.7,1.9,1.2,-5.3,0.011,0.091,0.158,0.527,0.105,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1618520.0
6794,Damion Lee,27.0,195.58,95.25432,3,61,49,12.7,4.9,2.7,-4.1,0.021,0.144,0.184,0.5479999999999999,0.139,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,842327.0
6795,Damian Lillard,29.0,187.96,88.45044,1,6,66,30.0,4.3,8.0,1.4,0.013,0.092,0.294,0.627,0.335,2020,123384194,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,29802321.0
